,ps_code,urban,treatment,regular_whd,women_whd,b_fir_bywomen_count,e_fir_bywomen_count,implement_quality,training_score,month,e_fir_caw_count,b_fir_caw_count,urban_encoded,treatment_encoded
88,5089.0,Urban,Treatment,0.0,1.0,1,2,7.0,2.2727273,1.0,2,1,1.0,1.0
89,5090.0,Urban,Treatment,1.0,0.0,1,0,1.0,1.2727273,1.0,0,1,1.0,1.0
90,5091.0,Urban,Control,0.0,0.0,7,5,0.0,1.25,1.0,10,16,1.0,0.0
91,5092.0,Urban,Treatment,1.0,0.0,0,0,6.0,3.5402298,1.0,0,0,1.0,1.0
92,5093.0,Urban,Treatment,0.0,1.0,2,0,7.0,2.4615386,1.0,0,2,1.0,1.0
93,5094.0,Rural,Treatment,1.0,0.0,0,0,6.0,1.4949495,1.0,0,0,0.0,1.0
94,5095.0,Urban,Treatment,1.0,0.0,0,0,7.0,2.1,1.0,0,0,1.0,1.0
95,5096.0,Urban,Treatment,0.0,1.0,0,1,7.0,2.2307692,1.0,1,0,1.0,1.0
96,5097.0,Urban,Treatment,1.0,0.0,0,0,6.0,1.5,1.0,0,0,1.0,1.0
97,6098.0,Urban,Treatment,1.0,0.0,7,5,6.0,1.1666666,1.0,8,11,1.0,1.0
98,6099.0,Rural,Treatment,1.0,0.0,5,4,9.0,3.5285714,1.0,4,10,0.0,1.0
99,6100.0,Rural,Treatment,0.0,1.0,3,6,8.0,2.7727273,1.0,11,3,0.0,1.0
100,6101.0,Urban,Control,0.0,0.0,1,3,0.0,1.3636364,1.0,3,2,1.0,0.0
101,6102.0,Rural,Control,0.0,0.0,5,10,0.0,1.1818182,1.0,13,5,0.0,0.0
102,6103.0,Urban,Treatment,1.0,0.0,2,2,9.0,3.6694915,1.0,5,3,1.0,1.0
103,6104.0,Urban,Treatment,0.0,1.0,1,2,8.0,2.5454545,1.0,2,1,1.0,1.0
104,6105.0,Urban,Control,0.0,0.0,2,2,0.0,1.3,1.0,4,5,1.0,0.0
105,6106.0,Urban,Treatment,1.0,0.0,1,4,8.0,3.8333335,1.0,6,2,1.0,1.0
106,6107.0,Urban,Control,0.0,0.0,1,6,0.0,0.25,1.0,12,2,1.0,0.0
107,6108.0,Urban,Treatment,0.0,1.0,5,7,8.0,3.5636363,1.0,14,8,1.0,1.0
108,6109.0,Rural,Treatment,0.0,1.0,7,3,8.0,2.7045455,1.0,3,9,0.0,1.0
109,6110.0,Urban,Treatment,1.0,0.0,4,1,5.0,1.7111111,1.0,1,6,1.0,1.0
110,6111.0,Rural,Control,0.0,0.0,5,1,0.0,1.25,1.0,2,8,0.0,0.0
111,6112.0,Urban,Treatment,0.0,1.0,5,1,9.0,3.3333335,1.0,1,6,1.0,1.0
112,6113.0,Urban,Control,0.0,0.0,2,4,0.0,1.3636364,1.0,6,2,1.0,0.0
113,6114.0,Rural,Treatment,1.0,0.0,1,3,8.0,3.8846154,1.0,4,2,0.0,1.0
114,6115.0,Urban,Treatment,0.0,1.0,6,3,9.0,2.5208333,1.0,8,8,1.0,1.0
115,6116.0,Urban,Control,0.0,0.0,3,3,0.0,1.0833334,1.0,4,4,1.0,0.0
116,6117.0,Rural,Control,0.0,0.0,5,2,0.0,0.125,1.0,3,14,0.0,0.0
117,6118.0,Urban,Treatment,0.0,1.0,0,0,8.0,2.5883555,1.0,0,0,1.0,1.0
118,6119.0,Rural,Control,0.0,0.0,4,3,0.0,1.1818182,1.0,9,4,0.0,0.0
119,6120.0,Rural,Treatment,1.0,0.0,5,10,9.0,2.6780303,1.0,13,5,0.0,1.0
120,6121.0,Urban,Treatment,1.0,0.0,6,7,9.0,2.6666667,1.0,10,6,1.0,1.0
121,6122.0,Rural,Treatment,0.0,1.0,2,4,8.0,2.4287317,1.0,8,2,0.0,1.0
122,7123.0,Rural,Treatment,1.0,0.0,1,1,9.0,2.6660376,1.0,2,2,0.0,1.0
123,7124.0,Rural,Treatment,1.0,0.0,3,0,7.0,2.9886365,1.0,0,3,0.0,1.0
124,7125.0,Rural,Treatment,0.0,1.0,3,1,8.0,2.5333333,1.0,3,3,0.0,1.0
125,7126.0,Rural,Control,0.0,0.0,5,4,0.0,1.1818182,1.0,11,5,0.0,0.0
126,7127.0,Rural,Control,0.0,0.0,0,0,0.0,1.3333334,1.0,0,0,0.0,0.0
127,7128.0,Rural,Treatment,1.0,0.0,2,2,6.0,1.6169591,1.0,2,2,0.0,1.0
128,7129.0,Rural,Control,0.0,0.0,0,0,0.0,1.1,1.0,0,0,0.0,0.0
129,7130.0,Rural,Control,0.0,0.0,0,0,0.0,1.1,1.0,0,0,0.0,0.0
130,7131.0,Rural,Treatment,0.0,1.0,0,4,8.0,3.8514414,1.0,4,0,0.0,1.0
131,7132.0,Rural,Treatment,0.0,1.0,0,1,9.0,3.6222224,1.0,1,0,0.0,1.0
132,8133.0,Rural,Treatment,1.0,0.0,5,7,8.0,4.133333,1.0,9,5,0.0,1.0
133,8134.0,Rural,Treatment,0.0,1.0,1,0,5.0,2.862805,1.0,0,1,0.0,1.0
134,8135.0,Rural,Control,0.0,0.0,3,5,0.0,1.4,1.0,6,8,0.0,0.0
135,8136.0,Rural,Treatment,0.0,1.0,3,3,7.0,3.68125,1.0,3,7,0.0,1.0
136,8137.0,Rural,Treatment,0.0,1.0,4,7,8.0,3.9191918,1.0,16,4,0.0,1.0
137,8138.0,Rural,Treatment,1.0,0.0,5,5,6.0,3.5076923,1.0,7,6,0.0,1.0
138,8139.0,Rural,Control,0.0,0.0,4,5,0.0,0.44444445,1.0,8,5,0.0,0.0
139,8140.0,Rural,Treatment,1.0,0.0,6,5,8.0,4.5833335,1.0,6,13,0.0,1.0
140,9141.0,Rural,Control,0.0,0.0,1,1,0.0,0.09090909,1.0,1,1,0.0,0.0
141,9142.0,Rural,Treatment,1.0,0.0,2,0,6.0,1.7272727,1.0,0,3,0.0,1.0
142,9143.0,Rural,Treatment,0.0,1.0,4,5,9.0,3.7672956,1.0,10,6,0.0,1.0
143,9144.0,Rural,Control,0.0,0.0,1,0,0.0,0.0,1.0,0,1,0.0,0.0
144,9145.0,Urban,Treatment,0.0,1.0,4,3,8.0,2.0769231,1.0,4,9,1.0,1.0
145,9146.0,Urban,Treatment,1.0,0.0,0,1,8.0,2.4901962,1.0,1,0,1.0,1.0
146,9147.0,Rural,Treatment,1.0,0.0,4,2,9.0,3.6212122,1.0,2,5,0.0,1.0
147,9148.0,Rural,Treatment,0.0,1.0,2,3,7.0,1.9166667,1.0,8,2,0.0,1.0
148,9149.0,Urban,Control,0.0,0.0,10,6,0.0,0.083333336,1.0,10,20,1.0,0.0
149,9150.0,Rural,Control,0.0,0.0,1,1,0.0,1.1666666,1.0,1,1,0.0,0.0
150,10151.0,Rural,Treatment,0.0,1.0,3,0,8.0,4.2916665,1.0,0,3,0.0,1.0
151,10152.0,Urban,Treatment,0.0,1.0,5,5,8.0,3.7252965,1.0,6,5,1.0,1.0
152,10153.0,Rural,Treatment,1.0,0.0,2,2,7.0,3.6448865,1.0,2,2,0.0,1.0
153,10154.0,Rural,Treatment,1.0,0.0,2,3,8.0,3.7696078,1.0,4,2,0.0,1.0
154,10155.0,Rural,Control,0.0,0.0,3,5,0.0,0.0,1.0,8,4,0.0,0.0
155,10156.0,Rural,Control,0.0,0.0,1,4,0.0,0.33333334,1.0,6,2,0.0,0.0
156,10157.0,Rural,Treatment,0.0,1.0,1,4,7.0,2.5714285,1.0,5,1,0.0,1.0
157,10158.0,Rural,Treatment,0.0,1.0,2,3,5.0,2.896739,1.0,7,6,0.0,1.0
158,10159.0,Rural,Control,0.0,0.0,3,1,0.0,1.1666666,1.0,4,14,0.0,0.0
159,10160.0,Rural,Treatment,1.0,0.0,0,0,5.0,2.3,1.0,0,0,0.0,1.0
160,11161.0,Rural,Treatment,0.0,1.0,4,4,8.0,2.1666667,1.0,7,5,0.0,1.0
161,11162.0,Rural,Treatment,1.0,0.0,2,5,9.0,3.6944444,1.0,9,4,0.0,1.0
162,11163.0,Rural,Treatment,0.0,1.0,7,0,9.0,3.889328,1.0,0,9,0.0,1.0
163,11164.0,Rural,Control,0.0,0.0,1,2,0.0,1.4166666,1.0,2,1,0.0,0.0
164,11165.0,Rural,Treatment,0.0,1.0,4,2,7.0,2.8311687,1.0,2,7,0.0,1.0
165,11166.0,Rural,Control,0.0,0.0,4,2,0.0,0.23076923,1.0,5,5,0.0,0.0
166,11167.0,Rural,Treatment,1.0,0.0,5,5,7.0,3.2597404,1.0,5,5,0.0,1.0
167,11168.0,Rural,Control,0.0,0.0,5,2,0.0,1.1111112,1.0,2,6,0.0,0.0
168,11169.0,Rural,Treatment,1.0,0.0,0,3,9.0,3.5664337,1.0,3,0,0.0,1.0
169,11170.0,Rural,Treatment,1.0,0.0,6,6,8.0,2.361472,1.0,9,7,0.0,1.0
170,12171.0,Rural,Treatment,0.0,1.0,3,4,7.0,3.1992264,1.0,6,7,0.0,1.0
171,12172.0,Rural,Control,0.0,0.0,6,4,0.0,1.1111112,1.0,5,10,0.0,0.0
172,12173.0,Rural,Treatment,1.0,0.0,4,2,6.0,1.4985075,1.0,2,4,0.0,1.0
173,12174.0,Rural,Treatment,1.0,0.0,2,2,9.0,3.6166666,1.0,2,2,0.0,1.0
174,12175.0,Rural,Treatment,0.0,1.0,2,5,6.0,2.5454545,1.0,6,3,0.0,1.0
175,12176.0,Rural,Control,0.0,0.0,3,2,0.0,1.3636364,1.0,2,3,0.0,0.0
176,12177.0,Rural,Treatment,1.0,0.0,3,5,7.0,2.9111114,1.0,6,3,0.0,1.0
177,12178.0,Rural,Control,0.0,0.0,1,0,0.0,0.0,1.0,0,1,0.0,0.0
178,12179.0,Rural,Treatment,0.0,1.0,7,6,9.0,3.8906007,1.0,12,10,0.0,1.0
179,12180.0,Rural,Treatment,1.0,0.0,1,1,8.0,3.5278592,1.0,1,3,0.0,1.0
180,1001.0,Rural,Treatment,0.0,1.0,6,4,9.0,2.9166667,2.0,14,8,0.0,1.0
181,1002.0,Rural,Control,0.0,0.0,3,2,0.0,1.5454545,2.0,2,3,0.0,0.0
182,1003.0,Rural,Control,0.0,0.0,1,6,0.0,1.0909091,2.0,14,1,0.0,0.0
183,1004.0,Rural,Treatment,1.0,0.0,3,3,7.0,3.8972974,2.0,7,5,0.0,1.0
184,1005.0,Rural,Treatment,0.0,1.0,0,1,9.0,4.1576576,2.0,1,0,0.0,1.0
185,1006.0,Rural,Treatment,0.0,1.0,6,2,9.0,3.9738562,2.0,2,12,0.0,1.0
186,1007.0,Rural,Control,0.0,0.0,6,6,0.0,1.1666666,2.0,6,11,0.0,0.0
187,1008.0,Rural,Control,0.0,0.0,1,2,0.0,1.4,2.0,2,1,0.0,0.0
188,1009.0,Rural,Treatment,1.0,0.0,1,2,5.0,1.5539216,2.0,2,1,0.0,1.0
189,1010.0,Rural,Treatment,1.0,0.0,8,5,9.0,3.765504,2.0,5,11,0.0,1.0
190,2011.0,Rural,Treatment,0.0,1.0,4,4,9.0,3.77907,2.0,7,4,0.0,1.0
191,2012.0,Rural,Control,0.0,0.0,4,4,0.0,1.2307693,2.0,7,5,0.0,0.0
192,2013.0,Rural,Treatment,0.0,1.0,1,2,9.0,2.6103897,2.0,2,1,0.0,1.0
193,2014.0,Rural,Control,0.0,0.0,2,4,0.0,1.3333334,2.0,6,2,0.0,0.0
194,2015.0,Rural,Treatment,1.0,0.0,4,4,9.0,3.875,2.0,7,8,0.0,1.0
195,2016.0,Rural,Treatment,1.0,0.0,3,4,8.0,2.967366,2.0,6,3,0.0,1.0
196,2017.0,Rural,Control,0.0,0.0,5,9,0.0,0.16666667,2.0,11,5,0.0,0.0
197,2018.0,Rural,Treatment,0.0,1.0,4,3,9.0,3.7465985,2.0,4,5,0.0,1.0
198,2019.0,Rural,Treatment,0.0,1.0,2,2,8.0,2.3333333,2.0,4,5,0.0,1.0
199,2020.0,Rural,Treatment,1.0,0.0,1,0,0.0,0.72727275,2.0,0,1,0.0,1.0
200,2021.0,Rural,Control,0.0,0.0,1,1,0.0,1.3636364,2.0,1,1,0.0,0.0
201,2022.0,Rural,Treatment,1.0,0.0,6,6,9.0,4.5441175,2.0,8,12,0.0,1.0
202,3023.0,Urban,Treatment,1.0,0.0,4,3,7.0,3.7179487,2.0,3,4,1.0,1.0
203,3024.0,Urban,Treatment,1.0,0.0,1,1,7.0,3.8541226,2.0,1,1,1.0,1.0
204,3025.0,Urban,Treatment,1.0,0.0,1,1,8.0,2.3077922,2.0,1,1,1.0,1.0
205,3026.0,Urban,Treatment,1.0,0.0,3,4,8.0,1.2875,2.0,4,8,1.0,1.0
206,3027.0,Rural,Treatment,0.0,1.0,3,3,5.0,2.4,2.0,3,7,0.0,1.0
207,3028.0,Urban,Control,0.0,0.0,2,1,0.0,0.0,2.0,1,2,1.0,0.0
208,3029.0,Rural,Treatment,1.0,0.0,1,2,3.0,2.5555556,2.0,2,1,0.0,1.0
209,3030.0,Urban,Treatment,0.0,1.0,3,5,7.0,1.25,2.0,9,6,1.0,1.0
210,3031.0,Urban,Control,0.0,0.0,3,2,0.0,1.3636364,2.0,2,3,1.0,0.0
211,3032.0,Urban,Treatment,0.0,1.0,1,1,8.0,3.4333332,2.0,1,1,1.0,1.0
212,3033.0,Urban,Treatment,1.0,0.0,3,1,7.0,4.1625,2.0,2,4,1.0,1.0
213,3034.0,Urban,Treatment,0.0,1.0,2,3,6.0,1.1818182,2.0,4,2,1.0,1.0
214,3035.0,Urban,Treatment,1.0,0.0,5,3,6.0,1.1,2.0,6,9,1.0,1.0
215,3036.0,Urban,Treatment,1.0,0.0,0,0,8.0,2.4520886,2.0,0,0,1.0,1.0
216,3037.0,Urban,Control,0.0,0.0,3,0,0.0,0.44444445,2.0,0,4,1.0,0.0
217,3038.0,Urban,Treatment,0.0,1.0,4,2,7.0,2.4,2.0,2,4,1.0,1.0
218,3039.0,Urban,Treatment,0.0,1.0,4,1,6.0,3.5511365,2.0,1,4,1.0,1.0
219,3040.0,Urban,Control,0.0,0.0,1,3,0.0,0.27272728,2.0,3,1,1.0,0.0
220,3041.0,Urban,Control,0.0,0.0,5,6,0.0,1.4545455,2.0,16,6,1.0,0.0
221,3042.0,Urban,Treatment,0.0,1.0,4,4,8.0,2.4,2.0,5,6,1.0,1.0
222,3043.0,Rural,Control,0.0,0.0,1,2,0.0,0.09090909,2.0,3,3,0.0,0.0
223,3044.0,Urban,Treatment,0.0,1.0,3,4,7.0,1.4,2.0,8,4,1.0,1.0
224,3045.0,Urban,Control,0.0,0.0,1,0,0.0,0.44444445,2.0,0,1,1.0,0.0
225,3046.0,Urban,Control,0.0,0.0,1,0,0.0,0.083333336,2.0,0,1,1.0,0.0
226,3047.0,Urban,Treatment,1.0,0.0,3,2,6.0,2.1666667,2.0,2,3,1.0,1.0
227,4048.0,Urban,Control,0.0,0.0,1,0,0.0,1.3333334,2.0,0,1,1.0,0.0
228,4049.0,Rural,Treatment,0.0,1.0,0,0,8.0,1.0,2.0,0,0,0.0,1.0
229,4050.0,Rural,Treatment,0.0,1.0,3,1,9.0,2.98125,2.0,1,4,0.0,1.0
230,4051.0,Rural,Control,0.0,0.0,0,1,0.0,0.1,2.0,3,0,0.0,0.0
231,4052.0,Rural,Control,0.0,0.0,0,0,0.0,1.2727273,2.0,0,0,0.0,0.0
232,4053.0,Rural,Treatment,0.0,1.0,5,3,9.0,3.5325205,2.0,3,6,0.0,1.0
233,4054.0,Rural,Control,0.0,0.0,2,0,0.0,1.3333334,2.0,0,2,0.0,0.0
234,4055.0,Urban,Treatment,0.0,1.0,2,0,7.0,2.1818182,2.0,0,2,1.0,1.0
235,4056.0,Urban,Control,0.0,0.0,6,5,0.0,0.0,2.0,7,9,1.0,0.0
236,4057.0,Urban,Treatment,1.0,0.0,4,4,8.0,1.2727273,2.0,4,11,1.0,1.0
237,4058.0,Rural,Treatment,1.0,0.0,1,2,9.0,3.6573427,2.0,2,3,0.0,1.0
238,4059.0,Urban,Control,0.0,0.0,1,3,0.0,1.0833334,2.0,3,1,1.0,0.0
239,4060.0,Urban,Treatment,0.0,1.0,0,1,6.0,0.0,2.0,1,0,1.0,1.0
240,4061.0,Urban,Treatment,1.0,0.0,0,0,8.0,2.3636365,2.0,0,0,1.0,1.0
241,4062.0,Urban,Treatment,1.0,0.0,2,4,6.0,1.1818182,2.0,5,2,1.0,1.0
242,4063.0,Urban,Treatment,0.0,1.0,3,2,8.0,3.4864435,2.0,6,4,1.0,1.0
243,4064.0,Urban,Control,0.0,0.0,0,0,0.0,0.1,2.0,0,0,1.0,0.0
244,4065.0,Urban,Treatment,0.0,1.0,1,3,6.0,0.18181819,2.0,5,3,1.0,1.0
245,4066.0,Urban,Control,0.0,0.0,0,3,0.0,1.4,2.0,6,0,1.0,0.0
246,4067.0,Rural,Treatment,1.0,0.0,2,3,7.0,1.3,2.0,5,2,0.0,1.0
247,4068.0,Urban,Treatment,0.0,1.0,0,3,7.0,1.1666666,2.0,4,0,1.0,1.0
248,4069.0,Urban,Treatment,1.0,0.0,1,0,8.0,2.25,2.0,0,1,1.0,1.0
249,4070.0,Urban,Treatment,1.0,0.0,0,2,8.0,3.3112674,2.0,2,0,1.0,1.0
250,4071.0,Urban,Treatment,0.0,1.0,2,8,8.0,3.4473684,2.0,14,3,1.0,1.0
251,4072.0,Urban,Treatment,1.0,0.0,1,8,9.0,2.338509,2.0,13,1,1.0,1.0
252,5073.0,Urban,Control,0.0,0.0,2,2,0.0,1.0833334,2.0,6,2,1.0,0.0
253,5074.0,Urban,Treatment,0.0,1.0,3,1,8.0,2.1666667,2.0,1,3,1.0,1.0
254,5075.0,Urban,Control,0.0,0.0,3,6,0.0,1.3333334,2.0,9,3,1.0,0.0
255,5076.0,Urban,Treatment,1.0,0.0,7,5,8.0,3.3954935,2.0,14,12,1.0,1.0
256,5077.0,Urban,Treatment,0.0,1.0,7,4,6.0,2.25,2.0,5,8,1.0,1.0
257,5078.0,Urban,Treatment,0.0,1.0,3,3,8.0,1.0,2.0,3,3,1.0,1.0
258,5079.0,Urban,Treatment,1.0,0.0,0,0,6.0,2.25,2.0,0,0,1.0,1.0
259,5080.0,Rural,Treatment,0.0,1.0,0,1,8.0,2.3636365,2.0,1,0,0.0,1.0
260,5081.0,Rural,Control,0.0,0.0,0,0,0.0,1.1818182,2.0,0,0,0.0,0.0
