,Unnamed: 0,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded,year_YYYY,month_MM
1982,1982,2019-02-01,19,0,0,0,0,53,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,1
1983,1983,2020-01-01,11,2,2,1,0,45,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2020,0
1984,1984,2018-11-01,14,0,0,0,0,62,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2018,10
1985,1985,2019-08-01,12,2,2,3,0,52,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,7
1986,1986,2019-01-01,33,6,5,4,0,44,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,0
1987,1987,2020-04-01,21,1,1,1,0,44,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2020,3
1988,1988,2018-07-01,22,4,3,1,0,59,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2018,6
1989,1989,2019-07-01,31,2,2,2,0,97,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,6
1990,1990,2019-06-01,32,6,5,6,0,120,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,5
1991,1991,2020-03-01,26,5,4,6,0,48,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2020,2
1992,1992,2018-06-01,32,1,1,1,0,77,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2018,5
1993,1993,2020-05-01,22,0,0,0,0,69,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2020,4
1994,1994,2019-04-01,19,1,1,1,0,57,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,3
1995,1995,2018-10-01,34,5,5,5,0,86,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2018,9
1996,1996,2019-12-01,17,1,1,1,0,58,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,11
1997,1997,2020-02-01,21,1,1,1,0,57,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2020,1
1998,1998,2018-09-01,22,2,2,1,0,46,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2018,8
1999,1999,2019-03-01,30,1,0,2,0,66,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0,2019,2
2000,2000,2020-03-01,12,1,1,1,0,29,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2020,2
2001,2001,2018-09-01,9,3,3,2,0,21,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,8
2002,2002,2018-10-01,21,2,2,3,0,25,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,9
2003,2003,2020-01-01,21,1,1,3,0,31,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2020,0
2004,2004,2019-05-01,11,1,1,1,0,43,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,4
2005,2005,2018-07-01,11,0,0,0,0,34,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,6
2006,2006,2019-08-01,4,0,0,0,0,27,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,7
2007,2007,2019-12-01,16,2,2,1,0,35,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,11
2008,2008,2019-10-01,13,0,0,0,0,36,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,9
2009,2009,2020-04-01,9,1,1,1,0,7,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2020,3
2010,2010,2018-05-01,9,2,2,0,0,45,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,4
2011,2011,2019-07-01,11,0,0,0,0,41,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,6
2012,2012,2020-05-01,15,2,2,2,0,27,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2020,4
2013,2013,2019-02-01,12,0,0,0,0,20,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,1
2014,2014,2019-03-01,15,3,3,5,0,32,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,2
2015,2015,2019-11-01,10,1,1,1,0,35,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,10
2016,2016,2019-04-01,12,1,1,3,0,43,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,3
2017,2017,2018-08-01,3,0,0,0,0,17,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,7
2018,2018,2019-09-01,6,0,0,0,0,31,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,8
2019,2019,2018-11-01,6,0,0,0,0,31,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,10
2020,2020,2019-06-01,21,0,0,0,0,68,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,5
2021,2021,2019-01-01,9,1,1,1,0,28,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2019,0
2022,2022,2020-02-01,15,0,0,0,0,30,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2020,1
2023,2023,2018-06-01,11,0,0,0,0,19,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,5
2024,2024,2018-12-01,7,0,0,0,0,26,5081.0,Rural,7.0,Control,0.0,1.1818182,0.0,0.0,0.0,0.0,0.0,2018,11
2025,2025,2019-05-01,38,8,4,6,0,84,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,4
2026,2026,2018-05-01,37,5,3,7,0,70,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,4
2027,2027,2019-01-01,39,9,7,13,0,58,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,0
2028,2028,2018-10-01,24,5,5,6,0,64,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,9
2029,2029,2020-03-01,42,4,3,2,0,70,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2020,2
2030,2030,2019-12-01,36,2,2,4,0,53,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,11
2031,2031,2019-08-01,37,5,2,3,0,61,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,7
2032,2032,2019-02-01,24,3,3,3,0,45,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,1
2033,2033,2020-02-01,42,2,2,1,0,62,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2020,1
2034,2034,2019-09-01,38,3,2,2,0,59,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,8
2035,2035,2018-11-01,30,3,3,4,0,65,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,10
2036,2036,2020-04-01,165,1,1,1,0,21,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2020,3
2037,2037,2019-07-01,36,2,2,2,0,79,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,6
2038,2038,2019-10-01,37,3,2,3,0,71,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,9
2039,2039,2019-06-01,52,5,3,7,0,69,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,5
2040,2040,2018-12-01,30,5,4,5,0,52,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,11
2041,2041,2018-06-01,39,4,3,4,0,31,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,5
2042,2042,2018-09-01,26,6,4,13,0,58,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,8
2043,2043,2019-03-01,41,6,4,7,0,47,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,2
2044,2044,2020-01-01,23,3,3,4,0,70,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2020,0
2045,2045,2018-08-01,25,8,5,9,0,75,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,7
2046,2046,2018-07-01,36,7,5,7,0,40,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2018,6
2047,2047,2020-05-01,67,4,3,2,0,44,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2020,4
2048,2048,2019-11-01,32,3,3,2,0,69,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,10
2049,2049,2019-04-01,41,7,5,15,0,60,5082.0,Urban,8.0,Control,0.0,1.3,0.0,0.0,0.0,1.0,0.0,2019,3
2050,2050,2019-03-01,39,3,2,3,0,35,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,2
2051,2051,2020-04-01,21,1,1,0,0,5,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2020,3
2052,2052,2018-05-01,37,2,2,1,0,20,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,4
2053,2053,2020-01-01,36,5,5,4,0,30,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2020,0
2054,2054,2019-07-01,47,5,3,5,0,25,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,6
2055,2055,2019-11-01,28,3,3,6,0,19,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,10
2056,2056,2019-04-01,15,6,3,10,0,43,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,3
2057,2057,2020-02-01,26,3,3,4,0,29,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2020,1
2058,2058,2019-10-01,26,8,4,6,0,31,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,9
2059,2059,2018-11-01,22,3,3,1,0,44,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,10
2060,2060,2019-08-01,37,8,6,14,0,31,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,7
2061,2061,2020-05-01,18,3,3,3,0,17,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2020,4
2062,2062,2018-07-01,53,1,1,1,0,17,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,6
2063,2063,2019-01-01,28,4,2,4,0,46,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,0
2064,2064,2018-10-01,26,2,2,3,0,36,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,9
2065,2065,2019-06-01,36,6,4,10,0,44,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,5
2066,2066,2018-12-01,23,3,3,2,0,30,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,11
2067,2067,2020-03-01,31,5,3,3,0,28,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2020,2
2068,2068,2018-06-01,38,1,1,1,0,22,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,5
2069,2069,2019-09-01,26,3,3,5,0,20,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,8
2070,2070,2019-02-01,28,9,8,8,0,34,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,1
2071,2071,2018-09-01,34,4,3,6,0,31,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,8
2072,2072,2019-12-01,39,4,4,6,0,35,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,11
2073,2073,2019-05-01,40,4,4,4,0,28,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2019,4
2074,2074,2018-08-01,47,3,3,3,0,20,5083.0,Urban,8.0,Control,0.0,1.2727273,0.0,0.0,0.0,1.0,0.0,2018,7
2075,2075,2019-08-01,55,0,0,0,0,49,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,7
2076,2076,2019-07-01,75,0,0,0,0,80,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,6
2077,2077,2018-11-01,65,0,0,0,0,40,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,10
2078,2078,2019-02-01,69,0,0,0,0,58,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,1
2079,2079,2018-10-01,81,7,5,8,0,54,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,9
2080,2080,2018-05-01,71,0,0,0,0,67,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,4
2081,2081,2018-07-01,83,1,1,1,0,53,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,6
2082,2082,2018-12-01,66,0,0,0,0,39,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,11
2083,2083,2018-09-01,63,0,0,0,0,41,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,8
2084,2084,2020-04-01,107,0,0,0,0,9,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2020,3
2085,2085,2018-08-01,88,0,0,0,0,59,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,7
2086,2086,2019-10-01,48,0,0,0,0,94,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,9
2087,2087,2019-06-01,79,1,1,1,0,100,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,5
2088,2088,2019-05-01,73,1,1,0,0,90,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,4
2089,2089,2020-05-01,73,1,1,1,0,24,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2020,4
2090,2090,2019-09-01,45,0,0,0,0,76,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,8
2091,2091,2020-03-01,58,0,0,0,0,71,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2020,2
2092,2092,2019-01-01,70,0,0,0,0,55,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,0
2093,2093,2018-06-01,66,1,1,3,0,67,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2018,5
2094,2094,2019-03-01,73,0,0,0,0,80,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,2
2095,2095,2019-11-01,53,0,0,0,0,74,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,10
2096,2096,2020-01-01,57,0,0,0,0,65,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2020,0
2097,2097,2019-12-01,80,1,1,1,0,102,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,11
2098,2098,2019-04-01,63,0,0,0,0,68,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2019,3
2099,2099,2020-02-01,51,0,0,0,0,69,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0,2020,1
2100,2100,2019-03-01,27,1,1,4,0,79,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,2
2101,2101,2020-04-01,38,0,0,0,0,21,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2020,3
2102,2102,2019-04-01,33,5,5,7,1,82,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,3
2103,2103,2019-10-01,33,2,2,0,0,101,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,9
2104,2104,2019-01-01,25,2,1,2,0,63,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,0
2105,2105,2018-09-01,23,1,1,1,0,77,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,8
2106,2106,2019-07-01,40,3,3,1,0,90,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,6
2107,2107,2019-06-01,39,4,4,2,0,95,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,5
2108,2108,2018-10-01,30,2,2,2,1,90,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,9
2109,2109,2019-05-01,34,1,1,1,0,98,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,4
2110,2110,2020-03-01,40,1,1,0,0,61,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2020,2
2111,2111,2018-06-01,36,2,2,0,0,69,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,5
2112,2112,2019-09-01,22,2,2,1,0,70,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,8
2113,2113,2018-07-01,31,1,1,3,0,56,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,6
2114,2114,2019-12-01,28,3,3,2,0,68,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,11
2115,2115,2020-02-01,57,4,4,2,0,82,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2020,1
2116,2116,2018-08-01,40,6,6,4,0,79,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,7
2117,2117,2018-11-01,28,4,4,8,0,65,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,10
2118,2118,2018-12-01,24,2,2,3,0,71,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,11
2119,2119,2019-02-01,34,2,2,2,0,52,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,1
2120,2120,2018-05-01,35,2,2,0,0,61,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2018,4
2121,2121,2020-01-01,40,5,3,2,0,90,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2020,0
2122,2122,2019-11-01,20,2,2,0,0,85,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,10
2123,2123,2020-05-01,56,0,0,0,0,29,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2020,4
2124,2124,2019-08-01,25,1,1,0,1,60,5085.0,Rural,7.0,Control,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,2019,7
2125,2125,2020-02-01,122,6,2,2,0,90,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2020,1
2126,2126,2018-10-01,111,3,2,5,0,79,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,9
2127,2127,2018-05-01,81,6,2,8,0,106,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,4
2128,2128,2018-11-01,100,2,2,1,0,89,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,10
2129,2129,2018-12-01,81,4,3,2,0,65,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,11
2130,2130,2019-05-01,87,2,1,0,0,118,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,4
2131,2131,2020-01-01,121,4,3,8,0,91,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2020,0
2132,2132,2020-03-01,104,5,3,4,0,107,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2020,2
2133,2133,2019-06-01,137,3,1,1,0,129,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,5
2134,2134,2019-11-01,93,5,5,6,0,86,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,10
2135,2135,2018-06-01,83,3,3,3,0,89,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,5
2136,2136,2020-05-01,37,2,2,1,0,38,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2020,4
2137,2137,2019-02-01,93,2,1,1,0,95,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,1
2138,2138,2019-10-01,94,5,4,4,0,104,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,9
2139,2139,2019-03-01,105,0,0,0,0,99,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,2
2140,2140,2018-09-01,77,2,1,2,0,93,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,8
2141,2141,2019-04-01,87,2,2,1,0,107,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,3
2142,2142,2018-07-01,104,5,5,6,0,94,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,6
2143,2143,2019-07-01,102,6,5,3,0,97,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,6
2144,2144,2020-04-01,26,0,0,0,0,22,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2020,3
2145,2145,2019-12-01,114,7,3,4,0,86,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,11
2146,2146,2019-09-01,73,3,3,3,0,100,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,8
2147,2147,2018-08-01,68,4,2,3,0,67,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2018,7
2148,2148,2019-01-01,108,8,6,5,0,73,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,0
2149,2149,2019-08-01,95,8,5,3,0,66,5086.0,Urban,8.0,Control,0.0,0.09090909,0.0,0.0,0.0,1.0,0.0,2019,7
2150,2150,2019-04-01,32,1,1,1,0,43,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,3
2151,2151,2018-12-01,33,1,1,0,0,46,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2018,11
2152,2152,2019-10-01,24,1,1,1,0,54,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,9
2153,2153,2019-08-01,31,3,3,1,1,52,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,7
2154,2154,2019-07-01,20,2,2,0,0,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,6
2155,2155,2018-07-01,46,4,4,4,0,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2018,6
2156,2156,2019-05-01,21,2,2,4,0,45,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,4
2157,2157,2019-09-01,23,4,3,3,2,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,8
2158,2158,2019-03-01,36,3,3,2,0,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,2
2159,2159,2018-11-01,24,3,2,2,0,43,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2018,10
2160,2160,2019-12-01,26,2,2,2,3,50,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2019,11
2161,2161,2018-08-01,34,4,4,3,0,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2018,7
2162,2162,2018-05-01,35,1,1,1,0,34,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2018,4
2163,2163,2020-01-01,34,2,2,5,8,36,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0,2020,0
