,Unnamed: 0,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded,year_YYYY,month_MM
175,175,2019-05-01,4,1,1,1,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,4
176,176,2018-08-01,7,4,4,3,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,7
177,177,2020-02-01,6,2,2,2,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2020,1
178,178,2020-03-01,4,1,1,5,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2020,2
179,179,2019-02-01,3,1,1,3,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,1
180,180,2018-12-01,4,2,2,2,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,11
181,181,2020-04-01,3,3,1,4,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2020,3
182,182,2018-09-01,6,3,3,1,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,8
183,183,2019-01-01,8,2,2,2,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,0
184,184,2019-10-01,4,1,1,1,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,9
185,185,2018-07-01,3,2,2,3,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,6
186,186,2019-03-01,7,2,2,2,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,2
187,187,2018-11-01,5,1,1,1,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,10
188,188,2020-05-01,2,0,0,0,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2020,4
189,189,2018-05-01,9,4,4,3,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,4
190,190,2018-10-01,1,0,0,0,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,9
191,191,2018-06-01,5,0,0,0,0,1,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2018,5
192,192,2020-01-01,4,3,2,3,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2020,0
193,193,2019-06-01,11,4,3,4,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,5
194,194,2019-12-01,7,2,2,2,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,11
195,195,2019-04-01,6,0,0,0,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,3
196,196,2019-07-01,7,2,2,6,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,6
197,197,2019-09-01,8,2,2,3,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,8
198,198,2019-11-01,8,4,4,6,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,10
199,199,2019-08-01,5,0,0,0,0,0,1008.0,Rural,1.0,Control,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2019,7
200,200,2020-01-01,29,0,0,0,0,2,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2020,0
201,201,2018-10-01,33,2,2,1,0,38,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,9
202,202,2018-06-01,29,9,6,3,0,30,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,5
203,203,2020-05-01,17,0,0,0,0,3,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2020,4
204,204,2019-06-01,32,2,2,0,0,1,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,5
205,205,2020-04-01,17,0,0,0,0,0,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2020,3
206,206,2018-12-01,25,1,1,1,0,29,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,11
207,207,2019-07-01,39,3,3,4,0,4,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,6
208,208,2019-11-01,25,1,1,1,0,2,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,10
209,209,2018-05-01,33,9,5,5,0,16,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,4
210,210,2018-11-01,36,0,0,0,0,48,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,10
211,211,2019-09-01,35,0,0,0,0,2,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,8
212,212,2020-03-01,25,1,1,1,0,3,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2020,2
213,213,2018-08-01,23,3,3,1,0,36,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,7
214,214,2019-02-01,21,1,1,1,0,4,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,1
215,215,2018-09-01,28,4,4,3,0,30,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,8
216,216,2019-08-01,30,1,1,1,0,3,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,7
217,217,2019-04-01,27,0,0,0,0,8,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,3
218,218,2019-03-01,36,1,1,2,0,10,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,2
219,219,2019-12-01,15,0,0,0,0,4,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,11
220,220,2019-01-01,33,2,1,0,0,29,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,0
221,221,2020-02-01,37,2,2,2,0,2,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2020,1
222,222,2018-07-01,24,1,1,1,0,55,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2018,6
223,223,2019-10-01,40,0,0,0,0,3,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,9
224,224,2019-05-01,31,3,3,3,0,3,1009.0,Rural,1.0,Treatment,5.0,1.5539216,0.0,1.0,0.0,0.0,1.0,2019,4
225,225,2018-05-01,23,8,6,11,0,18,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,4
226,226,2018-12-01,15,2,1,5,0,7,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,11
227,227,2018-11-01,32,9,6,12,0,6,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,10
228,228,2018-08-01,24,4,4,4,0,21,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,7
229,229,2018-10-01,23,7,4,10,0,9,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,9
230,230,2020-02-01,26,5,5,8,0,1,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2020,1
231,231,2019-05-01,20,2,2,2,0,0,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,4
232,232,2019-06-01,25,6,4,7,0,0,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,5
233,233,2019-08-01,18,6,2,11,0,4,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,7
234,234,2019-10-01,17,3,3,3,0,8,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,9
235,235,2018-06-01,14,3,2,3,0,20,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,5
236,236,2019-02-01,32,11,8,20,0,0,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,1
237,237,2019-07-01,17,2,1,5,0,4,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,6
238,238,2019-11-01,19,5,4,6,0,5,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,10
239,239,2019-04-01,21,7,3,7,0,0,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,3
240,240,2018-09-01,18,8,5,9,0,14,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,8
241,241,2019-12-01,17,3,2,8,1,10,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,11
242,242,2019-01-01,23,10,6,13,0,9,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,0
243,243,2020-04-01,25,4,2,7,0,2,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2020,3
244,244,2020-03-01,23,4,2,12,0,2,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2020,2
245,245,2020-05-01,17,5,1,8,0,4,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2020,4
246,246,2018-07-01,19,7,4,5,0,11,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2018,6
247,247,2019-03-01,24,3,2,1,0,0,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,2
248,248,2019-09-01,28,3,3,4,0,0,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2019,8
249,249,2020-01-01,22,2,2,2,0,8,1010.0,Rural,1.0,Treatment,9.0,3.765504,2.15,1.0,0.0,0.0,1.0,2020,0
250,250,2019-08-01,14,7,4,1,0,23,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,7
251,251,2019-09-01,13,9,5,3,0,17,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,8
252,252,2019-01-01,7,4,3,2,0,9,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,0
253,253,2018-09-01,6,3,3,0,0,15,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,8
254,254,2018-10-01,12,1,1,0,0,20,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,9
255,255,2020-03-01,13,4,3,0,1,17,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2020,2
256,256,2019-03-01,6,3,2,0,0,20,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,2
257,257,2020-04-01,14,6,2,1,0,15,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2020,3
258,258,2019-10-01,16,4,3,1,10,13,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,9
259,259,2018-06-01,19,8,5,5,0,29,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,5
260,260,2019-02-01,9,4,4,2,0,13,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,1
261,261,2019-11-01,25,5,4,1,8,24,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,10
262,262,2018-08-01,10,3,2,4,0,30,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,7
263,263,2019-04-01,7,2,2,0,0,20,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,3
264,264,2020-02-01,15,7,4,3,3,21,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2020,1
265,265,2020-05-01,23,11,3,7,0,29,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2020,4
266,266,2019-06-01,12,4,3,2,0,33,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,5
267,267,2019-12-01,19,7,6,2,2,18,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,11
268,268,2019-07-01,14,5,4,6,0,27,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,6
269,269,2018-11-01,11,2,2,0,0,23,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,10
270,270,2020-01-01,14,5,4,2,19,33,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2020,0
271,271,2018-12-01,7,5,5,2,0,12,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,11
272,272,2018-05-01,7,0,0,0,0,24,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,4
273,273,2019-05-01,15,8,4,1,0,24,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2019,4
274,274,2018-07-01,11,6,4,5,0,31,2011.0,Rural,2.0,Treatment,9.0,3.77907,2.16,0.0,1.0,0.0,1.0,2018,6
275,275,2018-07-01,13,9,4,13,0,7,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,6
276,276,2018-12-01,13,9,5,10,0,10,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,11
277,277,2019-04-01,12,5,4,3,0,14,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,3
278,278,2019-03-01,12,2,1,2,0,7,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,2
279,279,2020-01-01,11,6,3,8,0,14,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2020,0
280,280,2019-12-01,4,2,1,2,0,18,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,11
281,281,2020-02-01,12,7,4,10,0,9,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2020,1
282,282,2019-11-01,12,5,4,8,0,25,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,10
283,283,2018-10-01,9,4,2,7,0,11,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,9
284,284,2019-01-01,8,2,1,2,0,5,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,0
285,285,2020-04-01,3,1,1,3,0,8,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2020,3
286,286,2019-06-01,10,2,1,2,0,24,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,5
287,287,2018-06-01,21,11,4,14,0,12,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,5
288,288,2020-05-01,12,7,4,17,0,16,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2020,4
289,289,2018-08-01,8,4,3,4,0,10,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,7
290,290,2019-05-01,13,6,4,12,0,10,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,4
291,291,2019-08-01,6,2,2,4,0,19,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,7
292,292,2018-11-01,13,4,3,12,0,12,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,10
293,293,2020-03-01,7,3,2,4,0,13,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2020,2
294,294,2019-02-01,11,5,4,5,0,11,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,1
295,295,2019-07-01,12,4,3,20,0,29,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,6
296,296,2018-05-01,14,6,4,6,0,10,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,4
297,297,2019-09-01,6,6,4,5,0,9,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,8
298,298,2018-09-01,12,3,2,3,0,15,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2018,8
299,299,2019-10-01,6,2,2,1,0,16,2012.0,Rural,2.0,Control,0.0,1.2307693,0.0,0.0,0.0,0.0,0.0,2019,9
300,300,2020-05-01,6,4,3,1,0,6,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2020,4
301,301,2019-06-01,3,2,2,0,0,1,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,5
302,302,2019-10-01,3,1,1,0,0,48,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,9
303,303,2020-01-01,8,2,2,0,3,2,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2020,0
304,304,2019-04-01,8,3,3,1,0,4,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,3
305,305,2019-02-01,1,1,1,0,0,2,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,1
306,306,2019-11-01,3,1,1,1,4,2,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,10
307,307,2019-09-01,7,3,2,7,1,7,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,8
308,308,2018-06-01,15,3,2,0,0,0,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,5
309,309,2018-10-01,3,1,1,0,0,5,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,9
310,310,2018-08-01,4,1,1,1,0,20,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,7
311,311,2019-03-01,5,2,2,1,0,7,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,2
312,312,2018-12-01,3,0,0,0,0,5,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,11
313,313,2018-05-01,5,1,1,0,0,0,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,4
314,314,2018-11-01,2,1,1,0,0,11,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,10
315,315,2020-02-01,4,2,2,1,0,3,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2020,1
316,316,2019-12-01,2,2,1,0,4,9,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,11
317,317,2020-03-01,8,2,2,0,0,6,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2020,2
318,318,2019-08-01,5,1,1,1,0,0,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,7
319,319,2020-04-01,7,3,2,1,0,4,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2020,3
320,320,2018-07-01,2,0,0,0,0,9,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,6
321,321,2018-09-01,3,1,1,0,0,10,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2018,8
322,322,2019-01-01,2,2,2,2,0,2,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,0
323,323,2019-05-01,8,5,4,0,0,7,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,4
324,324,2019-07-01,4,2,2,1,0,0,2013.0,Rural,2.0,Treatment,9.0,2.6103897,2.35,0.0,1.0,0.0,1.0,2019,6
325,325,2019-10-01,23,4,3,2,0,27,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,9
326,326,2020-05-01,24,4,2,0,0,66,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2020,4
327,327,2018-05-01,21,7,4,7,0,19,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,4
328,328,2018-11-01,14,2,2,0,0,9,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,10
329,329,2019-08-01,18,2,2,0,0,18,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,7
330,330,2020-02-01,17,6,4,2,0,29,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2020,1
331,331,2020-01-01,20,8,6,3,0,50,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2020,0
332,332,2019-06-01,20,8,4,5,0,15,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,5
333,333,2020-04-01,16,7,3,1,0,28,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2020,3
334,334,2018-12-01,12,1,1,0,0,9,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,11
335,335,2019-03-01,13,5,3,2,0,15,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,2
336,336,2019-07-01,24,5,4,5,0,23,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,6
337,337,2018-10-01,24,5,4,1,0,12,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,9
338,338,2018-07-01,23,1,1,0,0,10,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,6
339,339,2019-12-01,17,4,3,3,0,49,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,11
340,340,2018-08-01,19,5,4,3,0,11,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,7
341,341,2020-03-01,22,6,3,1,0,36,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2020,2
342,342,2019-01-01,21,7,6,5,0,8,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,0
343,343,2019-02-01,8,2,2,1,0,10,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,1
344,344,2018-06-01,15,1,1,0,0,8,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,5
345,345,2019-11-01,25,7,3,4,0,50,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,10
346,346,2019-04-01,13,5,4,2,0,16,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,3
347,347,2019-05-01,14,2,2,1,0,17,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,4
348,348,2019-09-01,15,5,4,1,0,23,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2019,8
349,349,2018-09-01,26,11,5,4,0,6,2014.0,Rural,2.0,Control,0.0,1.3333334,0.0,0.0,0.0,0.0,0.0,2018,8
350,350,2019-08-01,15,4,4,2,0,8,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2019,7
351,351,2020-05-01,20,7,4,3,0,30,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2020,4
352,352,2018-06-01,18,7,5,10,0,5,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2018,5
353,353,2018-11-01,11,2,2,1,0,13,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2018,10
354,354,2019-06-01,17,9,4,2,0,10,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2019,5
355,355,2018-09-01,19,6,5,1,0,8,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2018,8
356,356,2020-04-01,26,10,6,8,0,21,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2020,3
357,357,2020-01-01,17,12,8,5,0,47,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2020,0
358,358,2019-05-01,10,5,5,1,0,1,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2019,4
359,359,2019-12-01,9,2,2,1,0,15,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2019,11
360,360,2019-09-01,4,1,1,0,0,17,2015.0,Rural,2.0,Treatment,9.0,3.875,2.16,1.0,0.0,0.0,1.0,2019,8
