,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded
4027,2020-03-01,28,6,5,2,0,35,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4028,2019-09-01,12,3,2,1,0,50,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4029,2019-07-01,19,4,3,1,0,37,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4030,2019-11-01,19,5,4,2,0,50,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4032,2019-12-01,13,5,3,0,0,45,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4036,2019-05-01,26,1,1,0,0,44,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4037,2019-06-01,25,8,4,1,0,29,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4038,2020-05-01,37,3,2,1,0,67,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4043,2020-01-01,22,9,5,3,0,32,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4047,2019-10-01,22,7,4,3,0,60,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4048,2019-08-01,20,8,3,0,0,59,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4049,2020-04-01,45,2,1,0,0,19,11162.0,Rural,17.0,Treatment,9.0,3.6944444,2.2,1.0,0.0,0.0,1.0
4050,2019-09-01,16,4,2,0,0,40,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4052,2020-03-01,6,1,1,0,0,27,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4053,2019-08-01,18,3,2,0,0,40,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4056,2020-05-01,30,2,2,4,0,65,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4059,2020-02-01,5,0,0,0,0,25,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4060,2019-07-01,16,3,3,2,0,54,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4061,2020-04-01,19,2,2,5,0,38,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4065,2019-10-01,9,2,2,0,0,34,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4067,2019-06-01,19,6,3,1,0,86,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4070,2019-05-01,13,0,0,0,0,48,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4071,2020-01-01,1,0,0,0,0,22,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4072,2019-11-01,9,4,3,0,0,46,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4074,2019-12-01,8,3,3,0,4,37,11163.0,Rural,17.0,Treatment,9.0,3.889328,3.0,0.0,1.0,0.0,1.0
4100,2020-03-01,20,2,2,1,0,45,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4103,2020-01-01,10,2,2,2,4,43,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4106,2019-12-01,12,4,4,1,2,49,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4107,2019-07-01,13,4,4,2,0,91,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4110,2020-05-01,30,4,4,1,0,86,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4112,2019-10-01,14,7,5,2,2,62,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4113,2020-04-01,33,3,2,1,0,44,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4117,2019-11-01,25,7,5,3,6,77,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4118,2020-02-01,22,4,3,0,0,42,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4119,2019-09-01,22,3,1,3,0,54,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4120,2019-08-01,18,5,4,2,0,72,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4123,2019-05-01,31,8,6,0,0,61,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4124,2019-06-01,12,5,3,0,0,74,11165.0,Rural,17.0,Treatment,7.0,2.8311687,1.3,0.0,1.0,0.0,1.0
4150,2019-07-01,17,5,5,0,0,45,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4151,2019-06-01,29,6,5,3,0,54,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4152,2020-03-01,22,7,6,0,0,32,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4153,2019-08-01,13,3,3,5,0,35,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4154,2020-04-01,12,3,3,1,0,19,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4160,2020-05-01,34,10,6,5,0,47,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4163,2020-01-01,24,5,5,3,0,37,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4164,2019-11-01,19,6,6,1,1,42,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4166,2019-12-01,18,5,5,2,0,41,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4168,2019-09-01,11,3,3,1,0,31,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4172,2019-05-01,26,3,3,1,0,45,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4173,2019-10-01,31,2,2,3,0,38,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4174,2020-02-01,20,4,3,0,1,16,11167.0,Rural,17.0,Treatment,7.0,3.2597404,1.2,1.0,0.0,0.0,1.0
4201,2020-01-01,19,3,3,0,0,35,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4202,2020-03-01,15,4,4,1,0,37,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4205,2019-11-01,22,2,1,0,0,48,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4209,2020-02-01,14,3,3,1,0,36,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4211,2019-10-01,17,2,2,0,0,62,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4212,2019-05-01,23,1,1,0,0,82,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4214,2019-06-01,19,1,1,0,0,86,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4216,2019-07-01,15,1,1,0,0,83,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4219,2019-09-01,28,2,1,0,0,54,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4220,2020-04-01,125,0,0,0,0,34,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4221,2019-08-01,20,0,0,0,0,61,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4222,2020-05-01,33,3,3,1,0,67,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4223,2019-12-01,7,0,0,0,0,36,11169.0,Rural,17.0,Treatment,9.0,3.5664337,2.8,1.0,0.0,0.0,1.0
4227,2019-11-01,18,1,1,0,5,128,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4229,2019-12-01,35,11,5,7,1,149,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4230,2019-09-01,26,8,6,3,3,116,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4233,2020-01-01,38,9,6,7,0,83,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4236,2020-05-01,203,2,2,3,0,108,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4237,2019-08-01,32,11,6,7,0,110,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4238,2020-03-01,31,5,4,2,0,103,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4240,2019-06-01,51,10,7,3,1,150,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4241,2019-05-01,38,7,4,2,0,82,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4245,2020-04-01,419,0,0,0,0,37,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4246,2020-02-01,30,2,2,0,0,82,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4247,2019-10-01,33,5,5,2,2,134,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4249,2019-07-01,50,11,7,3,0,122,11170.0,Rural,17.0,Treatment,8.0,2.361472,1.3,1.0,0.0,0.0,1.0
4252,2019-12-01,28,10,7,10,3,55,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4254,2019-07-01,32,5,5,3,0,82,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4255,2019-10-01,35,13,8,5,0,68,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4256,2020-01-01,20,6,4,1,3,66,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4259,2019-05-01,25,7,4,6,0,82,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4260,2020-04-01,52,8,5,5,0,26,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4262,2019-08-01,19,9,7,4,0,72,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4263,2019-11-01,29,10,7,10,1,50,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4266,2020-05-01,28,8,2,1,0,77,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4267,2020-03-01,30,7,6,3,0,53,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4268,2019-09-01,22,5,5,3,0,48,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4269,2020-02-01,43,16,7,6,1,44,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4271,2019-06-01,45,6,4,13,0,74,12171.0,Rural,18.0,Treatment,7.0,3.1992264,2.02,0.0,1.0,0.0,1.0
4300,2019-12-01,25,3,2,1,14,85,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4302,2019-05-01,36,3,3,1,0,89,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4303,2019-09-01,19,2,2,1,2,69,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4304,2020-05-01,24,1,1,0,0,137,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4305,2019-10-01,33,0,0,0,3,113,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4306,2020-02-01,32,1,1,0,5,88,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4307,2020-04-01,16,0,0,0,0,45,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4309,2019-06-01,65,2,2,0,0,78,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4310,2020-03-01,17,2,2,0,0,70,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4313,2020-01-01,33,2,2,2,13,84,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4314,2019-08-01,53,1,1,1,0,61,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4321,2019-11-01,28,1,1,0,7,92,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4324,2019-07-01,52,3,3,4,0,89,12173.0,Rural,18.0,Treatment,6.0,1.4985075,1.21,1.0,0.0,0.0,1.0
4325,2019-05-01,12,3,2,9,0,26,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4326,2019-11-01,10,2,2,4,0,30,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4328,2020-05-01,31,7,1,5,0,53,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4330,2020-01-01,18,2,2,3,0,24,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4331,2019-12-01,14,4,3,0,1,39,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4339,2020-03-01,10,2,2,1,0,24,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4340,2020-02-01,9,4,4,6,0,28,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4344,2020-04-01,39,3,2,9,0,36,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4345,2019-08-01,8,5,4,8,0,17,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4346,2019-10-01,16,8,8,9,0,30,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4347,2019-09-01,7,3,3,2,0,27,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4348,2019-06-01,11,1,1,2,0,28,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4349,2019-07-01,12,5,4,8,0,45,12174.0,Rural,18.0,Treatment,9.0,3.6166666,2.12,1.0,0.0,0.0,1.0
4351,2020-01-01,19,6,5,7,0,32,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4353,2019-11-01,17,3,3,1,0,27,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4355,2019-07-01,19,8,5,1,0,32,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4356,2019-08-01,9,1,1,2,0,16,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4360,2019-06-01,10,3,3,1,0,27,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4363,2020-03-01,13,4,3,1,0,32,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4364,2019-09-01,2,2,1,1,0,17,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4365,2019-12-01,10,1,1,0,0,31,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4366,2020-04-01,17,4,3,6,0,30,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4367,2020-02-01,15,3,1,0,0,22,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4368,2020-05-01,23,7,2,2,0,67,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4369,2019-05-01,11,3,2,2,0,28,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4374,2019-10-01,9,2,2,1,0,32,12175.0,Rural,18.0,Treatment,6.0,2.5454545,2.02,0.0,1.0,0.0,1.0
4401,2019-10-01,14,5,3,4,1,27,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4403,2019-11-01,22,4,4,7,1,29,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4404,2019-08-01,16,2,1,5,3,57,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4405,2019-06-01,31,9,5,12,5,40,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4408,2019-09-01,9,3,3,5,1,33,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4409,2020-03-01,13,5,3,2,0,16,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4410,2020-05-01,40,16,9,10,0,41,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4411,2020-01-01,20,6,5,3,2,29,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4413,2019-12-01,22,8,5,9,8,30,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4414,2020-04-01,34,6,1,0,0,25,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4421,2020-02-01,26,9,6,11,0,24,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4423,2019-05-01,19,2,2,1,3,45,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4424,2019-07-01,25,4,3,8,2,54,12177.0,Rural,18.0,Treatment,7.0,2.9111114,2.16,1.0,0.0,0.0,1.0
4450,2019-07-01,40,13,5,8,0,83,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4451,2019-11-01,37,14,6,7,1,60,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4455,2020-01-01,40,12,6,5,3,45,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4456,2019-05-01,32,7,4,6,0,77,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4460,2019-06-01,38,12,5,5,0,110,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4462,2019-09-01,29,8,6,1,0,49,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4465,2019-08-01,38,16,6,3,0,75,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4467,2019-12-01,24,4,2,1,2,62,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4470,2020-02-01,41,17,8,7,3,38,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4471,2020-03-01,32,14,8,12,4,47,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4472,2020-04-01,70,8,5,16,0,52,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4473,2020-05-01,46,13,5,6,0,79,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4474,2019-10-01,41,14,3,4,2,77,12179.0,Rural,18.0,Treatment,9.0,3.8906007,3.21,0.0,1.0,0.0,1.0
4475,2019-08-01,15,4,1,0,0,19,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4477,2019-05-01,21,3,3,6,0,27,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4478,2019-07-01,31,12,9,6,0,50,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4480,2020-05-01,25,2,2,5,0,72,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4482,2019-12-01,10,0,0,0,2,51,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4484,2019-06-01,20,3,1,0,0,49,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4485,2020-03-01,15,1,1,2,2,35,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4489,2019-11-01,15,3,2,1,1,83,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4490,2019-09-01,13,0,0,0,0,24,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4493,2019-10-01,26,2,2,1,1,72,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4494,2020-01-01,16,1,1,1,1,33,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4496,2020-04-01,18,1,1,0,1,31,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
4498,2020-02-01,12,1,1,2,1,32,12180.0,Rural,18.0,Treatment,8.0,3.5278592,3.08,1.0,0.0,0.0,1.0
