,uid,b_visit,b_pol_handling,b_safety,e_urja_knowledge,e_visit,e_pol_handling,e_safety,spw,e_gender,hh_id,member_gender,ps_code,population,urban,dist_urban,strat_pca,treatment,group,dist_id,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,attrited
2453,30682271,0.0,0.0,3.3333333,No,0.0,0.33333334,3.0,0.0010649675,Female,3068227.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2454,30682281,0.0,0.6,3.6666667,,,,,0.0010649675,,3068228.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2455,30682291,0.0,0.25,2.6666667,,,,,0.0010649675,,3068229.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2456,30682311,0.0,-1.0,3.3333333,,,,,0.0010649675,,3068231.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2457,30682321,0.0,0.0,3.3333333,,,,,0.0010649675,,3068232.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2458,30682331,0.0,-0.11111111,3.6666667,No,0.0,0.5,3.3333333,0.0010649675,Female,3068233.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2459,30682341,0.0,1.0,3.3333333,,,,,0.0010649675,,3068234.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2460,30682351,1.0,0.33333334,3.3333333,,,,,0.0010649675,,3068235.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2461,30682371,0.0,1.0,3.6666667,,,,,0.0010649675,,3068237.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2462,30682381,1.0,0.14285715,3.0,No,1.0,0.0,3.0,0.0010649675,Female,3068238.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2463,30682391,0.0,1.0,4.0,,,,,0.0010649675,,3068239.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2464,30682401,0.0,0.625,3.3333333,No,0.0,1.0,3.0,0.0010649675,Female,3068240.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2465,30682411,0.0,0.6,3.3333333,No,0.0,,3.3333333,0.0010649675,Female,3068241.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2466,30682431,0.0,-0.25,3.0,,,,,0.0010649675,,3068243.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2467,30682450,0.0,0.11111111,4.0,No,0.0,0.0,3.6666667,0.0053248373,Male,3068245.0,male,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2468,30682451,0.0,0.75,3.3333333,No,0.0,0.0,3.0,0.0010649675,Female,3068245.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,0.0
2469,30682461,1.0,0.0,3.3333333,,,,,0.0010649675,,3068246.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2470,30682471,0.0,-1.0,2.6666667,,,,,0.0010649675,,3068247.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2471,30682481,0.0,0.42857143,3.0,,,,,0.0010649675,,3068248.0,female,4065.0,74700,Urban,6.0,0.76205325,Treatment,women officers,4000.0,6.0,0.18181819,1.25,0.0,1.0,1.0
2472,30692011,0.0,1.0,4.0,,,,,0.0036501184,,3069201.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2473,30692021,0.0,0.16666667,3.3333333,No,0.0,0.2857143,3.3333333,0.0036501184,Female,3069202.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2474,30692031,0.0,0.625,3.6666667,No,0.0,0.6,3.0,0.0036501184,Female,3069203.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2475,30692051,0.0,0.5,3.6666667,No,0.0,0.75,4.0,0.0036501184,Female,3069205.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2476,30692061,0.0,0.5,3.3333333,No,0.0,0.25,3.0,0.0036501184,Female,3069206.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2477,30692071,0.0,0.5714286,3.0,,,,,0.0036501184,,3069207.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2478,30692091,0.0,0.8333333,3.3333333,,,,,0.0036501184,,3069209.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2479,30692100,1.0,0.6666667,4.0,No,0.0,0.6666667,3.0,0.01825059,Male,3069210.0,male,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2480,30692101,0.0,0.5,3.3333333,No,0.0,0.875,3.6666667,0.0036501184,Female,3069210.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2481,30692111,0.0,-0.2857143,3.0,,,,,0.0036501184,,3069211.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2482,30692121,0.0,-0.22222222,2.3333333,No,0.0,0.0,3.3333333,0.0036501184,Female,3069212.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2483,30692131,0.0,0.75,4.0,No,0.0,0.33333334,3.0,0.0036501184,Female,3069213.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2484,30692151,0.0,0.0,3.3333333,,,,,0.0036501184,,3069215.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2485,30692161,0.0,-0.22222222,3.0,No,0.0,1.0,3.3333333,0.0036501184,Female,3069216.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2486,30692171,0.0,0.8888889,3.6666667,,,,,0.0036501184,,3069217.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2487,30692191,0.0,0.22222222,2.6666667,No,0.0,-0.2857143,2.6666667,0.0036501184,Female,3069219.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2488,30692200,0.0,1.0,4.0,No,0.0,-0.33333334,3.0,0.01825059,Male,3069220.0,male,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2489,30692201,0.0,0.8,3.3333333,No,0.0,-0.25,3.3333333,0.0036501184,Female,3069220.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2490,30692221,0.0,0.6,3.0,No,0.0,0.25,3.3333333,0.0036501184,Female,3069222.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2491,30692231,0.0,0.625,3.6666667,,,,,0.0036501184,,3069223.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2492,30692241,0.0,0.16666667,3.3333333,No,0.0,-0.875,2.6666667,0.0036501184,Female,3069224.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2493,30692261,0.0,0.6666667,4.0,,,,,0.0036501184,,3069226.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2494,30692271,0.0,0.16666667,3.6666667,No,0.0,0.75,3.0,0.0036501184,Female,3069227.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2495,30692281,0.0,0.5,3.0,No,0.0,0.6,3.3333333,0.0036501184,Female,3069228.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2496,30692291,0.0,0.16666667,3.3333333,,,,,0.0036501184,,3069229.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2497,30692300,0.0,0.2857143,3.3333333,No,0.0,1.0,3.3333333,0.01825059,Male,3069230.0,male,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2498,30692301,0.0,0.625,3.3333333,No,0.0,0.6,3.3333333,0.0036501184,Female,3069230.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2499,30692311,0.0,0.42857143,3.0,,,,,0.0036501184,,3069231.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2500,30692321,0.0,0.33333334,3.0,No,0.0,0.6666667,3.3333333,0.0036501184,Female,3069232.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2501,30692331,0.0,0.125,3.6666667,No,0.0,-0.16666667,2.6666667,0.0036501184,Female,3069233.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2502,30692350,0.0,0.42857143,3.6666667,No,0.0,0.5,3.3333333,0.01825059,Male,3069235.0,male,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2503,30692361,0.0,0.5555556,3.3333333,No,0.0,0.25,3.3333333,0.0036501184,Female,3069236.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2504,30692381,0.0,0.5,4.0,No,0.0,1.0,2.6666667,0.0036501184,Female,3069238.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2505,30692400,0.0,0.25,3.6666667,,,,,0.01825059,,3069240.0,male,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2506,30692401,0.0,0.42857143,3.3333333,,,,,0.0036501184,,3069240.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2507,30692421,0.0,0.44444445,3.3333333,,,,,0.0036501184,,3069242.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,1.0
2508,30692431,0.0,-0.125,3.3333333,No,0.0,1.0,3.0,0.0036501184,Female,3069243.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2509,30692471,0.0,0.71428573,3.3333333,No,0.0,0.125,3.3333333,0.0036501184,Female,3069247.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2510,30692481,0.0,0.5555556,2.6666667,No,0.0,1.0,3.0,0.0036501184,Female,3069248.0,female,4066.0,75000,Urban,6.0,0.018644536,Control,control,4000.0,,1.4,,0.0,0.0,0.0
2511,30702011,0.0,0.125,3.6666667,No,1.0,0.16666667,3.3333333,0.0015986527,Female,3070201.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2512,30702031,0.0,-0.16666667,2.3333333,,,,,0.0015986527,,3070203.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2513,30702041,0.0,0.11111111,3.3333333,,,,,0.0015986527,,3070204.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2514,30702050,0.0,-0.125,3.0,No,0.0,0.0,2.3333333,0.007993263,Male,3070205.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2515,30702051,0.0,0.33333334,3.3333333,No,0.0,0.16666667,2.3333333,0.0015986527,Female,3070205.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2516,30702061,0.0,0.2857143,3.6666667,No,0.0,0.8333333,3.0,0.0015986527,Female,3070206.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2517,30702071,1.0,1.0,3.3333333,No,1.0,1.0,3.0,0.0015986527,Female,3070207.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2518,30702081,0.0,0.0,3.6666667,,,,,0.0015986527,,3070208.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2519,30702091,0.0,0.8,3.6666667,,,,,0.0015986527,,3070209.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2520,30702100,0.0,0.8,3.3333333,No,1.0,0.6,4.0,0.007993263,Male,3070210.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2521,30702101,0.0,0.5,3.3333333,No,0.0,1.0,3.3333333,0.0015986527,Female,3070210.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2522,30702111,0.0,1.0,3.3333333,,,,,0.0015986527,,3070211.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2523,30702121,0.0,0.0,3.6666667,No,0.0,0.5,4.0,0.0015986527,Female,3070212.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2524,30702131,1.0,1.0,3.6666667,No,0.0,0.6666667,3.0,0.0015986527,Female,3070213.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2525,30702141,0.0,0.5,3.6666667,No,0.0,0.8,3.6666667,0.0015986527,Female,3070214.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2526,30702150,0.0,0.71428573,3.3333333,No,0.0,1.0,4.0,0.007993263,Male,3070215.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2527,30702151,0.0,0.71428573,4.0,No,0.0,0.0,3.3333333,0.0015986527,Female,3070215.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2528,30702161,0.0,0.0,3.3333333,,,,,0.0015986527,,3070216.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2529,30702171,0.0,1.0,3.3333333,No,0.0,0.85714287,3.3333333,0.0015986527,Female,3070217.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2530,30702181,0.0,0.0,3.3333333,No,0.0,0.5,4.0,0.0015986527,Female,3070218.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2531,30702191,0.0,,3.3333333,,0.0,,3.5,0.0015986527,Female,3070219.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2532,30702200,0.0,0.14285715,3.6666667,,,,,0.007993263,,3070220.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2533,30702201,0.0,,3.3333333,No,0.0,1.0,2.6666667,0.0015986527,Female,3070220.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2534,30702211,0.0,-0.33333334,3.3333333,No,0.0,0.0,2.6666667,0.0015986527,Female,3070221.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2535,30702221,0.0,0.16666667,3.6666667,No,0.0,,3.3333333,0.0015986527,Female,3070222.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2536,30702241,0.0,0.0,3.3333333,No,0.0,0.75,3.3333333,0.0015986527,Female,3070224.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2537,30702261,0.0,0.0,2.0,,,,,0.0015986527,,3070226.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2538,30702271,0.0,-1.0,3.3333333,No,0.0,1.0,3.0,0.0015986527,Female,3070227.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2539,30702281,0.0,1.0,3.3333333,No,0.0,0.75,3.3333333,0.0015986527,Female,3070228.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2540,30702291,0.0,0.0,4.0,,,,,0.0015986527,,3070229.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2541,30702300,1.0,0.0,3.6666667,No,0.0,-0.14285715,3.0,0.007993263,Male,3070230.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2542,30702301,0.0,0.4,3.6666667,No,1.0,0.6666667,3.0,0.0015986527,Female,3070230.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2543,30702311,0.0,0.0,3.6666667,,,,,0.0015986527,,3070231.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2544,30702331,0.0,0.375,4.0,No,0.0,0.875,4.0,0.0015986527,Female,3070233.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2545,30702350,0.0,-0.125,3.3333333,No,1.0,1.0,3.3333333,0.007993263,Male,3070235.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2546,30702351,0.0,1.0,3.3333333,,,,,0.0015986527,,3070235.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2547,30702361,0.0,0.375,3.0,,0.0,0.6,3.3333333,0.0015986527,Female,3070236.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2548,30702371,0.0,0.11111111,3.6666667,,,,,0.0015986527,,3070237.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2549,30702381,0.0,-0.5,3.3333333,,,,,0.0015986527,,3070238.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2550,30702401,0.0,0.0,3.3333333,No,0.0,0.0,3.0,0.0015986527,Female,3070240.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2551,30702411,0.0,0.125,3.0,,,,,0.0015986527,,3070241.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2552,30702421,0.0,0.8888889,4.0,No,1.0,0.5,3.6666667,0.0015986527,Female,3070242.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2553,30702431,0.0,0.7777778,3.0,,,,,0.0015986527,,3070243.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2554,30702441,0.0,-0.7777778,2.3333333,,,,,0.0015986527,,3070244.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2555,30702450,0.0,1.0,4.0,,,,,0.007993263,,3070245.0,male,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2556,30702451,0.0,0.5,3.3333333,,,,,0.0015986527,,3070245.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2557,30702461,0.0,1.0,3.3333333,,,,,0.0015986527,,3070246.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,1.0
2558,30702471,0.0,0.2,4.0,No,0.0,0.8,3.6666667,0.0015986527,Female,3070247.0,female,4067.0,46450,Rural,5.0,-1.7731664,Treatment,regular mhd,4000.0,7.0,1.3,2.05,1.0,0.0,0.0
2559,30712011,0.0,0.0,3.0,,,,,0.0058290674,,3071201.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,1.0
2560,30712021,0.0,-0.125,3.3333333,No,1.0,0.5,2.6666667,0.0058290674,Female,3071202.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2561,30712111,0.0,0.44444445,3.6666667,No,0.0,1.0,2.6666667,0.0058290674,Female,3071211.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2562,30712151,0.0,1.0,4.0,No,0.0,0.8333333,3.6666667,0.0058290674,Female,3071215.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2563,30712171,0.0,0.0,3.0,No,0.0,1.0,3.6666667,0.0058290674,Female,3071217.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2564,30712191,0.0,0.125,3.3333333,Yes,0.0,0.25,3.3333333,0.0058290674,Female,3071219.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2565,30712201,0.0,0.375,4.0,No,0.0,0.33333334,3.3333333,0.0058290674,Female,3071220.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2566,30712241,0.0,1.0,4.0,,,,,0.0058290674,,3071224.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,1.0
2567,30712271,0.0,-0.14285715,3.3333333,Yes,0.0,0.2857143,3.0,0.0058290674,Female,3071227.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2568,30712331,0.0,0.22222222,3.0,,,,,0.0058290674,,3071233.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,1.0
2569,30712351,0.0,-0.14285715,3.6666667,No,0.0,0.5714286,3.3333333,0.0058290674,Female,3071235.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2570,30712361,0.0,0.71428573,3.6666667,,,,,0.0058290674,,3071236.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,1.0
2571,30712411,0.0,0.71428573,3.6666667,No,0.0,1.0,3.5,0.0058290674,Female,3071241.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2572,30712421,1.0,-0.11111111,3.0,No,1.0,0.6666667,3.0,0.0058290674,Female,3071242.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2573,30712431,0.0,0.8333333,3.6666667,Yes,0.0,0.0,3.3333333,0.0058290674,Female,3071243.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2574,30712471,0.0,0.375,4.0,No,0.0,1.0,2.6666667,0.0058290674,Female,3071247.0,female,4068.0,30200,Urban,6.0,1.7437606,Treatment,women officers,4000.0,7.0,1.1666666,2.1,0.0,1.0,0.0
2575,30722031,0.0,-0.375,3.3333333,No,0.0,0.6666667,3.0,0.007070312,Female,3072203.0,female,4069.0,113000,Urban,6.0,0.992606,Treatment,regular mhd,4000.0,8.0,2.25,2.15,1.0,0.0,0.0
2576,30722071,1.0,1.0,3.3333333,No,0.0,0.33333334,3.0,0.007070312,Female,3072207.0,female,4069.0,113000,Urban,6.0,0.992606,Treatment,regular mhd,4000.0,8.0,2.25,2.15,1.0,0.0,0.0
2577,30722121,1.0,0.44444445,3.6666667,No,0.0,0.5,3.0,0.007070312,Female,3072212.0,female,4069.0,113000,Urban,6.0,0.992606,Treatment,regular mhd,4000.0,8.0,2.25,2.15,1.0,0.0,0.0
2578,30722211,1.0,-0.44444445,3.3333333,,,,,0.007070312,,3072221.0,female,4069.0,113000,Urban,6.0,0.992606,Treatment,regular mhd,4000.0,8.0,2.25,2.15,1.0,0.0,1.0
2579,30722241,0.0,-0.22222222,3.0,,,,,0.007070312,,3072224.0,female,4069.0,113000,Urban,6.0,0.992606,Treatment,regular mhd,4000.0,8.0,2.25,2.15,1.0,0.0,1.0
2580,30722300,1.0,-0.6,4.0,,,,,0.035351556,,3072230.0,male,4069.0,113000,Urban,6.0,0.992606,Treatment,regular mhd,4000.0,8.0,2.25,2.15,1.0,0.0,1.0
